item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"酒のほそ道おつまみレシピ―宗達流酒肴厨房 呑兵衛・岩間宗達が伝授する美味しい酒の肴151","Razuueru hosoki",Razuueru,hosoki,9784537207453,4537207450,,,,Cooking,"fun, japanese",,,,,,,,,,,,,,,,2022-08-06,1
book,"Osoyoru gohan.","Kana Kitajima",Kana,Kitajima,9784800206565,4800206561,,Takarajimasha.,2013-03-01,,,,,,,,,,,,,,,,,,2022-08-06,1
book,ブッダボウルの本,前田まり子,前田まり子,前田まり子,9784991022111,4991022118,,,,Cooking,"cooking, japanes",,15.00,,,,,,,,,,,,,,2022-08-06,1
book,"Better Homes and Gardens New Cook Book","Better Homes and Gardens",Better,Gardens,9780696008269,0696008262,"Whether a pro in the kitchen, or a novice just starting out, cooks will find everything they need to serve delicious meals. Each recipe contains fewer calories, less salt, sugar, and fat--prepared with less time and effort. Includes more than 1,300 delicious recipes for all occasions, hundreds of cooking tips, 30 pages of easy-to-use charts, nutritional analysis for each recipe, and more than 440 full-color photos.","Better Homes &amp; Gardens Books",1989-09-01,cooking,fun,,,480,,,,,,,,,,,,,2022-08-06,1
book,"Musical Composition: Craft and Art","Alan Belkin",Alan,Belkin,9780300218992,0300218990,"An invaluable introduction to the art and craft of musical composition from a distinguished teacher and composer This essential introduction to the art and craft of musical composition is designed to familiarize beginning composers with principles and techniques applicable to a broad range of musical styles, from concert pieces to film scores and video game music. The first of its kind to utilize a style-neutral approach, in addition to presenting the commonly known classical forms, this book offers invaluable general guidance on developing and connecting musical ideas, building to a climax, and other fundamental formal principles. It is designed for both classroom use and independent study.","Yale University Press",2018-06-19,Music,"composition, music",,20.00,272,,,,,,,,,,,,,2021-04-30,1
book,"Alfred's Essentials of Music Theory: A Complete Self-Study Course for All Musicians (Book &amp; 2 CDs)","Andrew Surmani, Karen Surmani, Morton Manus",Andrew,Surmani,9780739036358,0739036351,"This practical, easy-to-use self-study course is perfect for pianists, guitarists, instrumentalists, vocalists, songwriters, arrangers and composers, and includes ear training CDs to help develop your musical ear. In this all-in-one theory course, you will learn the essentials of music through 75 concise lessons, practice your music reading and writing skills in the exercises, improve your listening skills with the enclosed ear training CDs, and test your knowledge with a review that completes each of the 18 units. Answers are included in the back of the book for all exercises, ear training and review.","Alfred Music",2004-01-01,music,"composition, music, reference",,20.00,152,,,,,,,,,,,,,2021-04-22,1
book,"Treasures of Impressionism and Post-Impressionism: National Gallery of Art (Tiny Folio)","Florence E. Coman",Florence,Coman,9780789204912,0789204916,"This delightful compendium presents the National Gallery's superb collection of much-loved Impressionist and Post-Impressionist paintings, sculpture, prints, and drawings. 300 full-color illus.","Abbeville Press",1993-08-01,Art,"art, impressionism, reference",,10.00,320,,,,,,,,,,,,,2022-08-06,1
book,"Roy Lichtenstein, 1923-1997 (Taschen Basic Art)","Janis Hendrickson",Janis,Hendrickson,9783822858608,3822858609,"In the late 50s and 60s, American painter Roy Lichtenstein (1923-1997) became one of the most important exponents of Pop Art - that movement which transformed products of mass consumption and the entertainment industry into subjects for art. This apotheosis of banal, everyday objects simultaneously constituted a criticism of the traditional elitist understanding of art. Almost alone among artists, Lichtenstein pursued the question of how an image becomes a work of art. Wholly in keeping with the spirit of the Classical Modern, he held that it was not the ""rank"" of the picture's subject that lends the picture its artistic character, but rather the artist's formal treatment of it. To Lichtenstein, however, this position seemed far too broad to be seriously pursued. Developed in the early 60s, Lichtenstein's grid technique, with its allusion to the mass-production of graphic art, allowed the painter to give vent to his own artistic scepticism. In the 60s and 70s, Lichtenstein expanded his formal repertoire of techniques for creating distance and irony by means of an idiosyncratic process of abstraction and especially by his use of his numerous art quotations.",Taschen,2001-02-01,Art,art,"Purchased at the National Gallery of Art",20.00,96,,,,,,,,,,,,,2022-08-06,1
book,"Thomas Cole's Voyage of Life","Paul D. Schweizer, Taft Museum of Art, Taft Museum of Art Staff, Chrysler Museum, Chrysler Museum Staff, St. Louis Art Museum, St. Louis Art Museum Staff, Dixon Gallery and Gardens, Dixon Gallery and Gardens Staff",Paul,Schweizer,9780915895403,0915895404,,,2014-05-01,,,,,73,,,,,,,,,,,,,2022-08-06,1
book,"Star Trek: Stellar Cartography: The Starfleet Reference Library Maps from the Star Trek Universe","Larry Nemecek",Larry,Nemecek,9780760363812,978076036381,"Star Trek Stellar Cartography: The Starfleet Reference Library assembles ten original, never-before-seen large-format maps of the Star Trek universe. Pulled from the cartography archives of Starfleet Academy, these beautifully reproduced maps provide a rare opportunity to view the expanse of Federation space—and beyond—through the multiple lenses of the Galaxy's key players.   The maps include an ancient Vulcan map, a Klingon Empire map from the pre-Organian Peace Treaty era (in the native Klingon), an official Romulan government map of the Empire, a native Cardassian Union map from the Bajor occupation, along with Federation maps from the modern era. Housed in a handsome trifold case and paired with a fully-illustrated star chart book providing detailed information on planets, systems, and topography, this exclusive collection showcases the Star Trek universe like never before.","Epic Ink",2018-10-09,,,,,48,,,,,,,,,,,,,2022-08-06,1
book,Dune,"Frank Herbert",Frank,Herbert,9780441172719,0441172717,"Here is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, who would become the mysterious man known as Muad'Dib. He would avenge the traitorous plot against his noble family--and would bring to fruition humankind's most ancient and unattainable dream. A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what it undoubtedly the grandest epic in science fiction.",Ace,1990-09-01,fiction,"fantasy, fiction",,5.00,896,,,,,,,,,,,,,2022-08-06,1
book,"The Black Company (Chronicles of The Black Company #1)","Glen Cook",Glen,Cook,9780812521399,0812521390,"Some feel the Lady, newly risen from centuries in thrall, stands between humankind and evil. Some feel she is evil itself. The hard-bitten men of the Black Company take their pay and do what they must, burying their doubts with their dead. Until the prophesy: The White Rose has been reborn, somewhere, to embody good once more. There must be a way for the Black Company to find her... So begins one of the greatest fantasy epics of our age—Glen Cook's Chronicles of the Black Company.","Tor Fantasy",1992-03-15,fiction,"fantasy, fiction","Part of trilogy",5.00,320,,,,,,,,,,,,,2022-08-06,1
book,"Inconstant Moon (Sphere science fiction)","Larry Niven",Larry,Niven,9780722164082,0722164084,"A freelance technical writer notices that the moon is unusually bright. At first, he thinks it is some kind of atmospheric phenomenon, but soon he realizes he will be spending his last night alive. What should he do? Hugo Award Winner","Sphere Books",1988-11-24,,,,,208,,,,,,,,,,,,,2022-08-06,1
